X1,X2,T,Y
0.4967141530112327,1.3993554365860021,1,5.182633496217835
-0.13826430117118466,0.9246336829127688,1,2.893436135774529
0.6476885381006925,0.05963036992017413,1,3.5275040717946355
1.5230298564080254,-0.6469367777055739,1,4.026646748298322
-0.23415337472333597,0.6982233136135899,0,1.555987197051506
-0.23413695694918055,0.3934853854217496,0,2.5058652604628175
1.5792128155073915,0.8951932200277323,1,5.649306047819078
0.7674347291529088,0.6351718016819695,0,1.900579232413873
-0.4694743859349521,1.0495527153193351,1,3.5323462058398465
0.5425600435859647,-0.535235211560568,1,2.119201665292171
-0.46341769281246226,1.3173940656343257,1,3.813676498173483
-0.46572975357025687,0.19759960469239965,0,0.3153418226217634
0.24196227156603412,2.0752608726252655,0,3.7749182819713805
-1.913280244657798,-0.6891878180895679,0,-1.877238200045133
-1.7249178325130328,1.7359638031652493,1,2.952663012754593
-0.5622875292409727,0.1979107834626478,0,0.3178443335194734
-1.0128311203344238,-0.6514180036144483,0,0.2051765519777935
0.3142473325952739,-0.48388583405432156,0,0.6697401154819966
-0.9080240755212109,-0.32034730819432017,0,0.6879071380240698
-1.4123037013352915,0.4241659464019164,0,0.4189381261257582
1.465648768921554,0.5228354880354996,0,3.2295176206247467
-0.22577630048653566,-0.573700003938579,1,2.384890269233645
0.06752820468792384,-0.02435459226098284,1,3.2400722615350666
-1.4247481862134568,2.1422703586118637,0,0.7536858827256019
-0.5443827245251827,1.7275431701007113,1,4.04371874850015
0.11092258970986608,0.4363236696740321,1,3.9698252449760587
-1.1509935774223028,0.03800347816820029,0,-0.13743869099115527
0.37569801834567196,0.1200313267182613,0,0.7931344216621458
-0.600638689918805,0.6135179727304166,0,0.986677057522877
-0.2916937497932768,-1.0227925651984056,0,0.5375664431360633
-0.6017066122293969,-0.2573765374233451,0,0.7643627081146177
1.8522781845089378,-1.6685840738775894,0,1.1526921059483326
-0.013497224737933921,0.39922312260527926,1,3.8614505363963882
-1.0577109289559004,0.647195939702741,1,2.4062315005628148
0.822544912103189,-0.483186462299374,1,2.487422656390456
-1.2208436499710222,1.5739867632900328,1,2.8909101192542335
0.2088635950047554,-1.2257656630023412,0,0.7645423162565131
-1.9596701238797756,-1.4643748802098202,0,-2.561041545004248
-1.3281860488984305,0.22445181855997204,0,-0.22542622002596752
0.19686123586912352,1.0470983026121545,0,2.094040440343838
0.7384665799954104,1.6839276914578687,1,6.3744625662397825
0.1713682811899705,-0.45888426286894,1,3.525463476002062
-0.11564828238824053,1.0786808334312956,0,3.072422667767122
-0.3011036955892888,-0.03850846950070721,1,2.5808652297099783
-1.4785219903674274,-0.17262729994081963,0,-0.5033370459346994
-0.7198442083947086,0.8836599374866724,1,2.405494454381568
-0.4606387709597875,0.6523228784134196,1,3.9301513205127696
1.0571222262189157,-1.5763921569842494,1,1.896840293600699
0.3436182895684614,1.4765403497258958,1,4.928546421175671
-1.763040155362734,1.3800913541474515,0,0.06839993496829555
0.324083969394795,-0.6255627015095294,0,0.40408785451591755
-0.38508228041631654,0.39580353343740904,1,2.5920900374962423
-0.6769220003059587,0.4940301862827388,1,2.5131705556388715
0.6116762888408679,0.2606737658239071,1,3.602788703090286
1.030999522495951,-0.5503051538454201,0,1.2065599711879922
0.9312801191161986,-0.6716233679380516,1,3.6763237070683004
-0.8392175232226385,-0.025554070991445278,0,-0.41720299074534384
-0.3092123758512146,1.1727290192593647,1,3.9737873569150834
0.33126343140356396,0.5436001545944323,1,4.483843162150776
0.9755451271223592,-0.37061433208610595,1,3.348332612779555
-0.47917423784528995,0.7716987106483447,0,0.9335650274292537
-0.18565897666381712,-2.8485426206300755,0,-2.149463909884018
-1.1063349740060282,1.1487657003721035,0,1.6322933305464304
-1.1962066240806708,-1.7397137787780996,0,-1.8388665873820915
0.812525822394198,-0.36244094140313216,1,3.1844777336872667
1.356240028570823,-1.1196698946261439,0,1.4785084595386988
-0.07201012158033385,-1.2946814757209058,0,-0.9178376722194512
1.0035328978920242,1.1608267873785194,1,5.505039440492018
0.36163602504763415,-0.46770120131189136,0,1.0982384775866265
-0.6451197546051243,0.3465038817307158,0,0.5474798915561494
0.36139560550841393,-0.04692057887918407,0,0.8951821274056144
1.5380365664659692,0.47704082722312147,1,4.5717369325473625
-0.03582603910995154,0.07682189106025536,0,1.3084045201232588
1.5646436558140062,-1.2829922241885696,0,1.8961416828699673
-2.6197451040897444,0.99626681944714,0,-0.9421321581570017
0.8219025043752238,-0.4937565831613125,0,1.5573392729896536
0.08704706823817122,-1.556581898659751,0,-1.5130483397226142
-0.29900735046586746,-0.4281151609659125,1,1.9805686232396202
0.0917607765355023,1.5007597906343109,1,4.576991100734363
-1.9875689146008928,0.8502217421134929,1,1.4078111190216833
-0.21967188783751193,-0.3486521344078592,0,-0.036577209640169084
0.3571125715117464,-0.3492577043184288,1,2.6739650889588744
1.477894044741516,-0.3216350512173826,1,4.30235535768732
-0.5182702182736474,2.076747983560841,0,2.4648132560840064
-0.8084936028931876,0.38193545223155334,0,-0.5456737673241203
-0.5017570435845365,0.43004164719106963,0,-0.132065472711
0.9154021177020741,1.0302834540318422,1,4.642252982805329
0.32875110965968446,0.23878915902651351,0,1.796383561712974
-0.5297602037670388,-0.2590421458207031,1,0.8374452290496408
0.5132674331133561,-0.19634984908497827,0,1.0670524959525627
0.09707754934804039,-0.07160125941406395,0,0.7623523616752659
0.9686449905328892,-0.03722223650984159,0,2.6255916431272714
-0.7020530938773524,0.7276295436369798,1,2.8330655439031958
-0.3276621465977682,0.05194588580729943,0,0.9157782315799954
-0.39210815313215763,0.7326400772155792,0,1.4111604941271534
-1.4635149481321186,-0.08071658010858232,0,-1.6095147681443012
0.29612027706457605,0.07863519031609059,1,3.7588590756965354
0.26105527217988933,-1.9982006845321076,0,-0.6294471596240744
0.00511345664246089,0.9163276747024814,0,2.175575451182237
-0.23458713337514692,0.3464884758979927,1,5.0750201957410095
-1.4153707420504142,0.9980101098596522,0,-0.45941710194005625
-0.42064532276535904,-2.8962553781936893,0,-1.4545523760784942
-0.3427145165267695,2.0883747047807275,1,4.60193642855378
-0.8022772692216189,-0.13958962815517376,0,0.20179755482471198
-0.16128571166600914,1.1081828167375165,1,3.9241409824208864
0.4040508568145384,-1.0399059271255309,0,0.15202676298998583
1.8861859012105302,0.6127739050625697,1,5.214043342153721
0.17457781283183896,-1.0534155631736561,0,0.2859166174446873
0.25755039072276437,-0.6237689606958051,1,1.8751945816911197
-0.07444591576616721,1.9140313538667861,0,3.2148750218615016
-1.9187712152990415,-0.19068240076334658,0,-1.317550818505015
-0.026513875449216878,0.21743287317972287,0,0.625884328210327
0.06023020994102644,0.8700677306887542,1,3.7052915116318736
2.463242112485286,0.49568188797260465,0,4.587498608889177
-0.19236096478112252,0.15041890514357642,0,0.6903903968543423
0.30154734233361247,0.3649610024662254,0,1.845735153904648
-0.03471176970524331,2.403415585238275,1,5.003225677675295
-1.168678037619532,-0.05761879703358539,0,0.15266409030869235
1.1428228145150205,0.2010990467149675,1,4.68667573062509
0.7519330326867741,1.050654396007612,1,5.726891845342592
0.7910319470430469,1.1055259329579838,0,2.808775907251423
-0.9093874547947389,1.1870303055603801,1,3.6119702531445945
1.4027943109360992,0.6387302220291846,1,5.090558302734756
-1.4018510627922809,-1.1430049127304835,0,-0.8969200845912573
0.5868570938002703,1.633431532301096,1,4.860872432297001
2.1904556258099785,-1.146345393018688,1,4.416612889229931
-0.9905363251306883,0.30263546523903323,1,2.214750492050004
-0.5662977296027719,-0.7542758500193579,0,-0.35266766817637873
0.09965136508764122,-0.06413834659299254,1,3.081389260718835
-0.5034756541161992,0.3287624103034804,0,0.9514069544006198
